epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,1241.79,0.5875,0.75379,1.1805,0.86678,0.87697,0.94705,0.82337,0.57242,0.52348,1.36414,0.000173375,0.000173375,0.000173375
89,1255.95,0.5752,0.75153,1.16525,0.59798,0.71788,0.80857,0.70117,0.56669,1.27694,1.36297,0.000161,0.000161,0.000161
90,1269.97,0.58193,0.7327,1.17132,0.84337,0.84732,0.92938,0.80568,0.58362,0.56056,1.39161,0.000148625,0.000148625,0.000148625
91,1285.02,0.42962,0.55655,1.21045,0.86798,0.89956,0.95325,0.82363,0.60131,0.49294,1.36854,0.00013625,0.00013625,0.00013625
92,1298.82,0.4037,0.46589,1.17864,0.84408,0.83512,0.91588,0.78809,0.62699,0.64244,1.41542,0.000123875,0.000123875,0.000123875
93,1313.1,0.40441,0.44929,1.17323,0.83372,0.84253,0.92563,0.81158,0.57438,0.54009,1.35427,0.0001115,0.0001115,0.0001115
94,1327.11,0.40013,0.46459,1.16705,0.89734,0.84489,0.93898,0.81997,0.58301,0.51751,1.36232,9.9125e-05,9.9125e-05,9.9125e-05
95,1341,0.38847,0.41142,1.16032,0.85887,0.84483,0.92807,0.8148,0.57476,0.54811,1.36156,8.675e-05,8.675e-05,8.675e-05
96,1355.2,0.41568,0.40356,1.17793,0.92682,0.82414,0.9417,0.82734,0.56935,0.48819,1.35436,7.4375e-05,7.4375e-05,7.4375e-05
97,1369.25,0.3826,0.39437,1.15762,0.89707,0.87389,0.9483,0.83204,0.5728,0.45246,1.36637,6.2e-05,6.2e-05,6.2e-05
98,1383.18,0.39333,0.39798,1.17548,0.9227,0.86836,0.94818,0.83143,0.5693,0.46275,1.3548,4.9625e-05,4.9625e-05,4.9625e-05
99,1397.05,0.37822,0.37391,1.15044,0.89924,0.84442,0.93688,0.82216,0.56962,0.5089,1.35431,3.725e-05,3.725e-05,3.725e-05
100,1410.94,0.38247,0.40065,1.16419,0.92938,0.83701,0.95089,0.83496,0.56814,0.45741,1.35137,2.4875e-05,2.4875e-05,2.4875e-05
